Id,UserId,Text,Domain
1.58073E+18,1.277E+18,"RT @Dark_nigthh: Qué es el El Bitcoin❓

Es una moneda virtual o un medio de intercambio electrónico que sirve para adquirir productos y ser…",Digital Assets & Crypto
1.58073E+18,138127459,RT @mercadosyaccion: 🔺Bueno .. El dato de la inflación en EE.UU también afecta al Bitcoin que cae más de - 4% .. A ESTA HORA : 9:20am https…,Digital Assets & Crypto
1.58073E+18,1.53912E+18,"RT @VSTMEX: 🔥 V for VICTORY and @VSTMEX! 🔥

Be victorious with our #Bitcoin Short-Term #Trading King, the most advanced AI solution to trad…",Digital Assets & Crypto
1.58073E+18,1.57799E+18,"RT @smallcappick: Bitcoin PAY 1-day activity: 
Bullish sentiment: 3.66K +15.91%🐂🐂
https://t.co/RyOCE6Jsh8
$btcpay #bitcoinpay",Digital Assets & Crypto
1.58073E+18,1.57799E+18,"RT @smallcappick: Bitcoin PAY 1-day activity: 
Bullish sentiment: 3.66K +15.91%🐂🐂
https://t.co/RyOCE6Jsh8
$btcpay #bitcoinpay",Digital Assets & Crypto
1.58073E+18,1.51352E+18,"RT @Mohsin_71: Bounce Up .... 🚀

Bitcoin is playing with the hearts of innocent Traders... 😂",Digital Assets & Crypto
1.58073E+18,1.46037E+18,"RT @jimyoung2817: Most still don’t understand that bitcoin is a protocol, shared and used by the human race. It’s not a stock, a company, o…",Digital Assets & Crypto
1.58073E+18,1.46037E+18,"RT @jimyoung2817: Most still don’t understand that bitcoin is a protocol, shared and used by the human race. It’s not a stock, a company, o…",Digital Assets & Crypto
1.58073E+18,1.51843E+18,"알파쿼크, MintDAO와 파트너십 체결
자세한내용은👉https://t.co/fk8TqocjDn

#P2ENEWS #P2E #NFT #NFTGame #Bitcoin #Airdrops #Sandbox #binance #nftnews #P2EGame https://t.co/Eqxv7XCPhS",Digital Assets & Crypto
1.58073E+18,1.34614E+18,RT @BitcoinSapiens: “The #Bitcoin guys really have a perspective on what the true liberation of America and Humanity will be.” -@kanyewest,Digital Assets & Crypto
1.58073E+18,1.57799E+18,"RT @smallcappick: Bitcoin PAY 1-day activity: 
Social mentions: 5.2K +6.83%
Social engagements: 4.98M +17.62%
Social dominance: 0.2695% +6.…",Digital Assets & Crypto
1.58073E+18,1.22215E+18,"RT @bit_castle: DAY10
Follow and retweet campaign🌰🍁
／
3people can get $20 worth of Bitcoin every day🎁💰
＼

✅ Follow this account
✅ Retweet t…",Digital Assets & Crypto
1.58073E+18,1.53942E+18,"4 Best Air Jordan 2 Collab in 2022 so far.💟

Cryptos are accepted at Kicksgram. 
https://t.co/JrHwlCGMXK

#SNKRS #sneakers #AirJordan2 #collabs #cryptos #Bitcoin #Dogecoin #Catcoin #ETH https://t.co/Eym0t4jSBh",Digital Assets & Crypto
1.58073E+18,1.54636E+18,"#BinanceCoin price update: $BNB

#BNB $273.1 USD

#Bitcoin 0.01406 BTC

#Ethereum 0.21131 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates",Stocks
1.58073E+18,1.55934E+18,@justinsuntron #ATH #bscgems #bscgem #cryptocurrency #altcoin #ownblockchain #cryptocurrency #Crypto #bitcoin #altcoins #metaverse #nft #blockchain #vr #alveychain #Alvey #layer1 https://t.co/PwTzSpM1gf,Technology
1.58073E+18,1.2012E+18,"@mctinetti Pero bien que los agarraste, y no vengas con la paja que tenía $30 y ahora $12.74.
Si sacaste completo los $30
 y es fácil hacer la conversión a como está el bitcoin en este momento.
Pero bien seguí pensando que pueden desbarrancar al presidente para las próximas elecciones. https://t.co/MJ7BuE7XZA",Digital Assets & Crypto
1.58073E+18,3239705875,@charliekirk11 @barnes_law Bitcoin fixes this,Digital Assets & Crypto
1.58073E+18,1.33426E+18,"RT @JustinBennettFX: Guess what's still holding. 

$BTC #Bitcoin https://t.co/vKz4m45MnH",Stocks
1.58073E+18,1.5759E+18,"RT @anilsaidso: As #bitcoin adoption continues its relentless march, so too does the onslaught of misconceptions, red herrings, and flawed…",Digital Assets & Crypto
1.58073E+18,1.13446E+18,"@JhnJhn70365341 Wow, dis you get his last bitcoin update?? Follow MMcrypto on instagram for more bitcoin update https://t.co/ddgveCkMNW",Digital Assets & Crypto
1.58073E+18,1.56043E+18,RT @Crypto_Inside_: 🇦🇪 21Shares spot #Bitcoin ETP goes live on Nasdaq Dubai https://t.co/IyhI3jMiKQ,Digital Assets & Crypto
1.58073E+18,1.37716E+18,"Time to switch from LinkedIn to MetaMask? Not yet, but soon - https://t.co/ePB9aP2qOz #cryptocurrency #crypto #bitcoin https://t.co/OT0arahhaG",Digital Assets & Crypto
1.58073E+18,1.49855E+18,"RT @0xSkip: 🔥 $1000 GIVEAWAY!!! 🔥

To celebrate hitting 100K followers recently, I’ll be giving away $1000 in #BNB!

👉🏻To enter:
✅ Like &amp; R…",Digital Assets & Crypto
1.58073E+18,1.56384E+18,"RT @smallcappick: Bitcoin PAY 1-day activity: 
Social mentions: 6.23K +56.73%
Social dominance: 0.3226% +56.73%
Bullish sentiment: 4.2K +46…",Digital Assets & Crypto
1.58073E+18,1.56384E+18,"RT @smallcappick: Bitcoin PAY 1-day activity: 
Social mentions: 6.23K +56.73%
Social dominance: 0.3226% +56.73%
Bullish sentiment: 4.2K +46…",Digital Assets & Crypto
1.58073E+18,1.49039E+18,"@TheDustyBC #RichQUACK 🦆

Click 👇 to join our telegram for more information
https://t.co/vZvftRslPS

  @RichQuack
 #Crypto    #BTC   #Binance   #cryptocurrency #RichquackArmy #QuackArmy #QUACKattack   #100xgem #Bitcoin https://t.co/PA380E9hwl",Digital Assets & Crypto
1.58073E+18,1.46438E+18,"[ $BTC ] Bitcoin  
NFTs will be ‘as disruptive’ as Bitcoin was 10 years ago — Kraken exec
 https://t.co/79AAXXcchK",Stocks
1.58073E+18,1.57554E+18,"RT @VSTMEX: 🔥 V for VICTORY and @VSTMEX! 🔥

Be victorious with our #Bitcoin Short-Term #Trading King, the most advanced AI solution to trad…",Digital Assets & Crypto
1.58073E+18,1.48942E+18,"RT @Openbets_gaming: FIFA World Cup is around the corner.

Predict the winner and earn bitcoin here.

Click the link below to join!✍️
https…",Digital Assets & Crypto
1.58073E+18,1.48942E+18,"RT @Openbets_gaming: FIFA World Cup is around the corner.

Predict the winner and earn bitcoin here.

Click the link below to join!✍️
https…",Digital Assets & Crypto
1.58073E+18,1.48942E+18,"RT @Openbets_gaming: FIFA World Cup is around the corner.

Predict the winner and earn bitcoin here.

Click the link below to join!✍️
https…",Digital Assets & Crypto
1.58073E+18,1.25912E+18,"RT @Hayess5178: #Bitcoin $BTC
Zoom out, Zoom in. Yesterdays daily candle looks like a retest with a strong bounce to me. 
Short term it wou…",Stocks
1.58073E+18,1.45221E+18,"RT @Openbets_gaming: FIFA World Cup is around the corner.

Predict the winner and earn bitcoin here.

Click the link below to join!✍️
https…",Digital Assets & Crypto
1.58073E+18,1.54056E+18,"RT @smallcappick: Bitcoin PAY 1-day activity: 
Social mentions: 6.23K +56.73%
Social dominance: 0.3226% +56.73%
Bullish sentiment: 4.2K +46…",Digital Assets & Crypto
1.58073E+18,1.57377E+18,@InvestingAngles @Bitcoin @crypto @CNBC @MarketWatch @TheStreet @FT @business Is there anything like it?? https://t.co/bSxzNynFjl,Digital Assets & Crypto
1.58073E+18,155986735,"RT @BitcoinPierre: Bitcoin is big. In fact, it's bigger than the internet. It's bigger than email, social media, and smartphones combined.…",Digital Assets & Crypto
1.58073E+18,1.47628E+18,"LilLoquito found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/knzPPKq70b #cryptocurrency #16406 https://t.co/Dm88AgnnM1",Digital Assets & Crypto
1.58073E+18,1.37716E+18,Rich Dad Poor Dad Author Robert Kiyosaki Warns About World War III - https://t.co/UYjNaKIvPC #cryptocurrency #crypto #bitcoin https://t.co/apUHh6XWqA,Digital Assets & Crypto
1.58073E+18,1.37716E+18,Rich Dad Poor Dad Author Robert Kiyosaki Warns About World War III - https://t.co/UYjNaKIvPC #cryptocurrency #crypto #bitcoin https://t.co/apUHh6XWqA,Digital Assets & Crypto
1.58073E+18,1.32066E+18,RT @Ashcryptoreal: I will give $500 #Bitcoin to 5 people in 72hrs just retweet and be following me so I can pm you if you win.,Digital Assets & Crypto
1.58073E+18,1.14682E+18,"Market Cap:

Bitcoin: $372.41 Bn
Ethereum: $158.41 Bn
Tether: $68.428 Bn
USD Coin: $45.455 Bn
BNB: $43.947 Bn
XRP: $24.107 Bn
Binance USD: $21.628 Bn
Cardano: $12.982 Bn
Solana: $10.938 Bn
Dogecoin: $7.9391 Bn",Digital Assets & Crypto
1.58073E+18,1.28878E+18,"This zesty faucet from @_bitcoiner is making me tweet this to claim my free Lightning sats. ⚡

@boltcoiner unlock me 14f05e8a-042c-42f7-8875-44944cd56acb

#Bitcoin #BTC #LN #LightningNetwork #boltcoiner
https://t.co/yCkZfNNXrO",Digital Assets & Crypto
1.58073E+18,1.56696E+18,"RT @BtcCheap: #285

Bite Coin

@SuperRare @SuperRareBot @kokoonjr

#bitcoin         #ethereum #nft #nftcommunity #cryptoartist #ETH #BTC #b…",Digital Assets & Crypto
1.58073E+18,1.56696E+18,"RT @BtcCheap: #285

Bite Coin

@SuperRare @SuperRareBot @kokoonjr

#bitcoin         #ethereum #nft #nftcommunity #cryptoartist #ETH #BTC #b…",Digital Assets & Crypto
1.58073E+18,1.56696E+18,"RT @BtcCheap: #285

Bite Coin

@SuperRare @SuperRareBot @kokoonjr

#bitcoin         #ethereum #nft #nftcommunity #cryptoartist #ETH #BTC #b…",Digital Assets & Crypto
1.58073E+18,3186392070,RT @bitharington: Perhaps the real fomo will start when Bitcoin finally reclaims the ~$30K price level and turns it into support again. htt…,Digital Assets & Crypto
1.58073E+18,1.46476E+18,"@MetaLadies_ THE NEXT BLUE CHIP PROJECT
@NFT_RBC

● BITCOIN+ETHEREUM RAFFLES! 
● RUG VICTIM RELIEF FUND
● FULL MINT REIMBURSEMENT
● Validators &amp; High Yield Farms
● Royalty Debit Card with Rewards
(Join now and mention my name for a free WL)

Join https://t.co/HA2SiT0mM9 for giveaways! https://t.co/VpsN3XoKDC",Digital Assets & Crypto
1.58073E+18,1.52137E+18,RT @MartiniGuyYT: #BITCOIN IS LOOKING VOLATILE,Digital Assets & Crypto
1.58073E+18,1.52672E+18,"Inbox me, se você ainda quer sua conta de volta!!!

Estou disponível 24 horas por dia, 7 dias por semana, para todos os serviços de hackers
 #Hack #coinbase #Hacking #bitcoin  #BEP2",Digital Assets & Crypto
1.58073E+18,1.55264E+18,"RT @FractionMining: #crypto #giveaway #bitcoin

To celebrate our website going live for Fraction Mining, we are doing a $50 BTC giveaway! 🚀…",Digital Assets & Crypto
1.58073E+18,1.25654E+18,"Completed all 6 Tasks! Get #Whitelisted for the $HIOD Token Sale on #KuCoin!

https://t.co/jCRHV1B5SP

#crypto #fracton #nft #etf #bayc #otherdeed #cryptopunks #sandbox #ens #bitcoin #ethereum #eth2 #lunc #matic #sol",Digital Assets & Crypto
1.58073E+18,1.50192E+18,"#Bitcoin Last Price $19422 #BTC 🚀
Weekly Indicators:
•Variation since Monday 00h00(UTC): -0.11%
•MACD:
 -MACD Line: -4163
 -Signal Line: -4670

#Ethereum Last Price $1292 #ETH
•Variation: -2.32%
•MACD:
 -MACD Line: -286
 -Signal Line: -315

#Blockchain #Web3
(5/6)
289318",Digital Assets & Crypto
1.58073E+18,1.5675E+18,"RT @GalaxyTrading_: Important updates in our Latest Youtube video 🚨🚨🚨

Where will the #Crypto market reverses, what can we expect from toda…",Technology
1.58073E+18,1.49758E+18,"RT @Openbets_gaming: FIFA World Cup is around the corner.

Predict the winner and earn bitcoin here.

Click the link below to join!✍️
https…",Digital Assets & Crypto
1.58073E+18,1.38362E+18,"RT @thegadgetsfan: Wow, the details in this thread are giga brain. 

The protocol now earns a yield off it's ETH reserves plus they are imp…",Digital Assets & Crypto
1.58073E+18,19590105,"RT @jemimajoanna: So, like, I went to the Bitcoin Amsterdam conference, was the only nocoiner in the village, said “like” too much, and bec…",Digital Assets & Crypto
1.58073E+18,4228817655,"RT @moon33_blue: Aprende #Linux así interactues con #Bitcoin.

Cuando inicia Bitcoin por primera vez, el archivo debug.log se crean automát…",Digital Assets & Crypto
1.58073E+18,1.28901E+18,"RT @tradingview: The S&amp;P 500, Gold, Bitcoin and EURUSD after the CPI Print: https://t.co/AO4FWHpv0Z",Digital Assets & Crypto
1.58073E+18,1.13446E+18,"@MB712933728 Wow, dis you get his last bitcoin update?? Follow MMcrypto on instagram for more bitcoin update https://t.co/ddgveCCW24",Digital Assets & Crypto
1.58073E+18,1.13446E+18,"@MB712933728 Wow, dis you get his last bitcoin update?? Follow MMcrypto on instagram for more bitcoin update https://t.co/ddgveCCW24",Digital Assets & Crypto
1.58073E+18,1.30769E+18,"RT @pet_trading: #MyTradingPet #BITCOIN - SELL at 19414:

-Boundary of Descending Triangle at 19460 (H4)
-Boundary of Descending Triangle a…",Digital Assets & Crypto
1.58073E+18,1.57067E+18,"RT @VSTMEX: 🔥 V for VICTORY and @VSTMEX! 🔥

Be victorious with our #Bitcoin Short-Term #Trading King, the most advanced AI solution to trad…",Digital Assets & Crypto
1.58073E+18,1.08123E+18,"RT @0xSkip: 🔥 $1000 GIVEAWAY!!! 🔥

To celebrate hitting 100K followers recently, I’ll be giving away $1000 in #BNB!

👉🏻To enter:
✅ Like &amp; R…",Digital Assets & Crypto
1.58073E+18,1.08123E+18,"RT @0xSkip: 🔥 $1000 GIVEAWAY!!! 🔥

To celebrate hitting 100K followers recently, I’ll be giving away $1000 in #BNB!

👉🏻To enter:
✅ Like &amp; R…",Digital Assets & Crypto
1.58073E+18,1.52658E+18,"RT @0xSkip: 🔥 $1000 GIVEAWAY!!! 🔥

To celebrate hitting 100K followers recently, I’ll be giving away $1000 in #BNB!

👉🏻To enter:
✅ Like &amp; R…",Digital Assets & Crypto
1.58073E+18,1.33684E+18,Siempre #Bitcoin,Digital Assets & Crypto
1.58073E+18,43456220,RT @jess_btc: Para los Bitcoiners el standard es #Bitcoin y se mide en sats.,Digital Assets & Crypto
1.58073E+18,1.49039E+18,"@belufrancese #RichQUACK 🦆

Click 👇 to join our telegram for more information
https://t.co/vZvftRslPS

  @RichQuack
 #Crypto    #BTC   #Binance   #cryptocurrency #RichquackArmy #QuackArmy #QUACKattack   #100xgem #Bitcoin https://t.co/IGR9Ek2oSX",Digital Assets & Crypto
1.58073E+18,1.27614E+18,"RT @tradegym: #BTC
#Bitcoin

そのまま$18000を割ると思いましたがまだでしたね😎

突っ込みショートが多すぎましたね💦
ほんといつもしっかり丁寧にポジションをカットしにきますね🧐

仕事が細かい！ https://t.co/9qG2Nfspp9",Digital Assets & Crypto
1.58073E+18,1.55934E+18,@Bit71543042 @anndylian @AlveyChain #ATH #bscgems #bscgem #cryptocurrency #altcoin #ownblockchain #cryptocurrency #Crypto #bitcoin    #altcoins #metaverse #nft #blockchain #vr #alveychain #Alvey #layer1 buy and hold walv for long term. This project is legit like btc/eth in early stage. https://t.co/cJ9e5P6mfB,Technology
1.58073E+18,3292332352,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,7.7608E+17,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.34694E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.56181E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.56181E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.56181E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.56181E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.56181E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.56181E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.56181E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.56181E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.56181E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.56181E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.46036E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,726350059,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,68819461,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,68819461,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,68819461,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,68819461,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,68819461,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,68819461,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,68819461,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,68819461,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,68819461,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,8.68809E+17,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,31409228,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,31409228,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.21405E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.51117E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58073E+18,1.43248E+18,"RT @Bubblebathgirl: Russia just said if Ukraine enters NATO that would guarantee World War 3.

Why are Democrats pushing for this?

🤔",Ongoing News Story
1.58072E+18,904752541,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,3247276842,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,3247276842,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.51876E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.17766E+18,Pandemic's over. Global economic downturn is ongoing. World war 3 next?,Ongoing News Story
1.58072E+18,904752541,"RT @Bubblebathgirl: Russia just said if Ukraine enters NATO that would guarantee World War 3.

Why are Democrats pushing for this?

🤔",Ongoing News Story
1.58072E+18,7.0902E+17,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,166134301,RT @USA_Anne711: 🔥Russia says Ukraine's entry into NATO would 'guarantee' World War 3: 📌Kyiv is aware that Ukraine joining NAT would mean a…,Ongoing News Story
1.58072E+18,435176139,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.35372E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.35372E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,7.07738E+17,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.58069E+18,"RT @Bubblebathgirl: Russia just said if Ukraine enters NATO that would guarantee World War 3.

Why are Democrats pushing for this?

🤔",Ongoing News Story
1.58072E+18,2518908922,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,3044233482,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.4231E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.4231E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,23326606,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,23326606,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,23326606,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,23326606,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.51076E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.51076E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.51076E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.52415E+18,RT @USA_Anne711: 🔥Russia says Ukraine's entry into NATO would 'guarantee' World War 3: 📌Kyiv is aware that Ukraine joining NAT would mean a…,Ongoing News Story
1.58072E+18,1.12835E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.12835E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.12835E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.12835E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,1.12835E+18,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
1.58072E+18,2751892881,"RT @JackPosobiec: Russia says Ukraine's entry into NATO would 'guarantee' World War 3

https://t.co/7OrMzWKm6J",Ongoing News Story
